Sr. No.,Symbol,Company Name,"Market capitalization as on March 28, 2024
(In lakhs)"
1795.0,IVP,IVP Limited,15964.402597999999
1796.0,WORTH,Worth Peripherals Limited,15892.759
1797.0,SONAMLTD,SONAM LIMITED,15882.696
1798.0,SUMIT,Sumit Woods Limited,15859.382314
1799.0,TIRUPATIFL,Tirupati Forge Limited,15827
1800.0,EMMBI,Emmbi Industries Limited,15815.0835
1801.0,ARVEE,Arvee Laboratories (India) Limited,15802.68
1802.0,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,15791.646842999999
1803.0,UNIVASTU,Univastu India Limited,15791.1117
1804.0,LLOYDS,Lloyds Luxuries Limited,15750
1805.0,SURANASOL,Surana Solar Limited,15721.5087
1806.0,SOMICONVEY,Somi Conveyor Beltings Limited,15678.722135999998
1807.0,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,15625.45458
1808.0,SHIGAN,Shigan Quantum Technologies Limited,15579.4845
1809.0,BHARATGEAR,Bharat Gears Limited,15554.673754000001
1810.0,ONDOOR,On Door Concepts Limited,15539.331612
1811.0,OILCOUNTUB,Oil Country Tubular Limited,15479.190735
1812.0,SPLIL,SPL Industries Limited,15457.002132
1813.0,CAPTRUST,Capital Trust Limited,15445.17576
1814.0,FIDEL,Fidel Softech Limited,15407.50248
1815.0,MDL,Marvel Decor Limited,15336.126
1816.0,3RDROCK,3rd Rock Multimedia Limited,15316.15
1817.0,VEEKAYEM,Veekayem Fashion and Apparels Limited,15312.15238
1818.0,DYNAMIC,Dynamic Services & Security Limited,15292.6386
1819.0,GILLANDERS,Gillanders Arbuthnot & Company Limited,15185.079179
1820.0,CENTEXT,Century Extrusions Limited,15160
1821.0,SHRITECH,Shri Techtex Limited,15144.65
1822.0,TOTAL,Total Transport Systems Limited,15143.227647
1823.0,MITCON,MITCON Consultancy & Engineering Services Limited,15113.243263
1824.0,ARHAM,Arham Technologies Limited,15101.1
1825.0,TOUCHWOOD,Touchwood Entertainment Limited,15037.249465
1826.0,JOCIL,Jocil Limited,15013.584075
1827.0,VAISHALI,Vaishali Pharma Limited,15012.257806500002
1828.0,FCONSUMER,Future Consumer Limited,14977.7598225
1829.0,DIGIDRIVE,Digidrive Distributors Limited,14962.016424000001
1830.0,KEL,Kundan Edifice Limited,14961.168
1831.0,CORALFINAC,Coral India Finance & Housing Limited,14911.82325
1832.0,ACCURACY,Accuracy Shipping Limited,14905.44
1833.0,KALYANIFRG,Kalyani Forge Limited,14850.316
1834.0,NIRAJ,Niraj Cement Structurals Limited,14837.38335
1835.0,SRIVASAVI,Srivasavi Adhesive Tapes Limited,14812.00347
1836.0,IPSL,Integrated Personnel Services Limited,14755.329225
1837.0,GTL,GTL Limited,14707.249023499999
1838.0,RELCHEMQ,Reliance Chemotex Industries Limited,14638.2840015
1839.0,INDIANCARD,Indian Card Clothing Company Limited,14609.21408
1840.0,MANGALAM,Mangalam Drugs And Organics Limited,14577.816407999999
1841.0,PALREDTEC,Palred Technologies Limited,14544.520974000001
1842.0,SIL,Standard Industries Limited,14538.340665999998
1843.0,LEMERITE,Le Merite Exports Limited,14464.296
1844.0,BALPHARMA,Bal Pharma Limited,14413.587264000002
1845.0,KOHINOOR,Kohinoor Foods Limited,14365.217875
1846.0,AKANKSHA,Akanksha Power and Infrastructure Limited,14342.59374
1847.0,RHFL,Reliance Home Finance Limited,14294.3926485
1848.0,LAMBODHARA,Lambodhara Textiles Limited,14248.4448
1849.0,CUBEXTUB,Cubex Tubings Limited,14218.742175
1850.0,GOLDKART,Goldkart Jewels Limited,14217.19145
1851.0,AHLADA,Ahlada Engineers Limited,14142.0345
1852.0,BEARDSELL,Beardsell Limited,14019.8535
1853.0,IL&FSTRANS,IL&FS Transportation Networks Limited,13980.8011475
1854.0,HPIL,Hindprakash Industries Limited,13931.823015
1855.0,PANSARI,Pansari Developers Limited,13922.5464
1856.0,AMJLAND,Amj Land Holdings Limited,13878.5
1857.0,NOIDATOLL,Noida Toll Bridge Company Limited,13871.527649000001
1858.0,DBSTOCKBRO,DB (International) Stock Brokers Limited,13825
1859.0,HOMESFY,Homesfy Realty Limited,13748.4
1860.0,S&SPOWER,S&S Power Switchgears Limited,13714.4
1861.0,GRCL,Gayatri Rubbers And Chemicals Limited,13662.178
1862.0,PULZ,Pulz Electronics Limited,13630
1863.0,AKI,AKI India Limited,13453.029495
1864.0,AGRITECH,Agri-Tech (India) Limited,13448.16
1865.0,DCM,DCM  Limited,13447.97928
1866.0,PRAKASHSTL,Prakash Steelage Limited,13387.529835
1867.0,SOTAC,Sotac Pharmaceuticals Limited,13370.5
1868.0,SHRADHA,Shradha Infraprojects Limited,13303.850544
1869.0,MADHUSUDAN,Madhusudan Masala Limited,13287
1870.0,JAINAM,Jainam Ferro Alloys (I) Limited,13285.9896
1871.0,FONEBOX,Fonebox Retail Limited,13271.31
1872.0,SUNDARAM,Sundaram Multi Pap Limited,13268.577644
1873.0,MRO-TEK,MRO-TEK Realty Limited,13266.06742
1874.0,KREBSBIO,Krebs Biochemicals and Industries Limited,13248.980097
1875.0,KHFM,Khfm Hospitality And Facility Management Services Limited,13227.38934
1876.0,PASHUPATI,Pashupati Cotspin Limited,13174.808
1877.0,DUCOL,Ducol Organics And Colours Limited,13100.54
1878.0,AKSHOPTFBR,Aksh Optifibre Limited,13097.1866655
1879.0,WIPL,The Western India Plywoods Limited,12985.6302
1880.0,PATINTLOG,Patel Integrated Logistics Limited,12949.442073
1881.0,IBLFL,IBL Finance Limited,12859.938
1882.0,VR,V R Infraspace Limited,12756.12
1883.0,GICL,Globe International Carriers Limited,12708.945
1884.0,JHS,JHS Svendgaard Laboratories Limited,12661.077062999999
1885.0,FLEXITUFF,Flexituff Ventures International Limited,12567.711805
1886.0,AUSOMENT,Ausom Enterprise Limited,12547.291392000001
1887.0,DANGEE,Dangee Dums Limited,12471.975
1888.0,DGCONTENT,Digicontent Limited,12452.034692000001
1889.0,ARTNIRMAN,Art Nirman Limited,12428.088
1890.0,SHAH,Shah Metacorp Limited,12362.820942
1891.0,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,12361.92385
1892.0,SURYALAXMI,Suryalakshmi Cotton Mills Limited,12289.257015
1893.0,BVCL,Barak Valley Cements Limited,12143.68
1894.0,GOYALALUM,Goyal Aluminiums Limited,12132.2863
1895.0,TRANSTEEL,Transteel Seating Technologies Limited,12117.195255
1896.0,BHANDARI,Bhandari Hosiery Exports Limited,12094.416514
1897.0,PARTYCRUS,Party Cruisers Limited,12046.82512
1898.0,MOTOGENFIN,The Motor & General Finance Limited,11811.79295
1899.0,PALASHSECU,Palash Securities Limited,11808.661911
1900.0,ANIKINDS,Anik Industries Limited,11781.354807
1901.0,SHAHALLOYS,Shah Alloys Limited,11759.73876
1902.0,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,11672.0552295
1903.0,SUVIDHAA,Suvidhaa Infoserve Limited,11617.12664
1904.0,LOTUSEYE,Lotus Eye Hospital and Institute Limited,11573.157645
1905.0,GANGESSECU,Ganges Securities Limited,11484.232676
1906.0,AGNI,Agni Green Power Limited,11466.9276
1907.0,SIKKO,Sikko Industries Limited,11356.8
1908.0,AMDIND,AMD Industries Limited,11250.881663
1909.0,STEELCITY,Steel City Securities Limited,11217.0180375
1910.0,TPHQ,Teamo Productions HQ Limited,11195.8548
1911.0,GLOBE,Globe Textiles (India) Limited,11184.471
1912.0,FRETAIL,Future Retail Limited,11116.8236195
1913.0,SOMATEX,Soma Textiles & Industries Limited,11099.088
1914.0,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,11080.414566
1915.0,QUICKTOUCH,Quicktouch Technologies Limited,11028.24
1916.0,LASA,Lasa Supergenerics Limited,11022.27258
1917.0,ZENITHDRUG,Zenith Drugs Limited,10752.2976
1918.0,ZENITHSTL,Zenith Steel Pipes & Industries Limited,10671.0336
1919.0,LPDC,Landmark Property Development Company Limited,10664.38122
1920.0,NIRMAN,Nirman Agri Genetics Limited,10595.322
1921.0,NAGREEKEXP,Nagreeka Exports Limited,10593.49575
1922.0,AVROIND,AVRO INDIA LIMITED,10571.5952
1923.0,ALKALI,Alkali Metals Limited,10523.619951
1924.0,AAATECH,AAA Technologies Limited,10505.1492
1925.0,CINEVISTA,Cinevista Limited,10482.1566875
1926.0,ENERGYDEV,Energy Development Company Limited,10450
1927.0,ATALREAL,Atal Realtech Limited,10435.41
1928.0,GROBTEA,The Grob Tea Company Limited,10226.17934
1929.0,SIMBHALS,Simbhaoli Sugars Limited,10216.55745
1930.0,GLOBALPET,Global Pet Industries Limited,10129.96728
1931.0,BANKA,Banka BioLoo Limited,10119.861006000001
1932.0,PIONEEREMB,Pioneer Embroideries Limited,10112.697
1933.0,KEYFINSERV,Keynote Financial Services Limited,10109.9173295
1934.0,PKTEA,The Peria Karamalai Tea & Produce Company Limited,10103.4011165
1935.0,DELTAMAGNT,Delta Manufacturing Limited,10096.96716
1936.0,ARCHIES,Archies Limited,10015.77
1937.0,MAHICKRA,Mahickra Chemicals Limited,9953.70708
1938.0,OBCL,Orissa Bengal Carrier Limited,9951.07688
1939.0,SAIFL,Sameera Agro And Infra Limited,9908.9536
1940.0,INDSWFTLTD,Ind-Swift Limited,9885.0491725
1941.0,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,9861.9228
1942.0,VINNY,Vinny Overseas Limited,9770.17902
1943.0,SAMBHAAV,Sambhaav Media Limited,9746.65284
1944.0,DAMODARIND,Damodar Industries Limited,9716.1
1945.0,GANGAFORGE,Ganga Forging Limited,9653.90367
1946.0,MHHL,Mohini Health & Hygiene Limited,9628.5552
1947.0,VASWANI,Vaswani Industries Limited,9450
1948.0,HISARMETAL,Hisar Metal Industries Limited,9382.5
1949.0,PARASPETRO,Paras Petrofils Limited,9358.188
1950.0,SECMARK,SecMark Consultancy Limited,9354.294625
1951.0,CELEBRITY,Celebrity Fashions Limited,9324.3344925
1952.0,PRESSTONIC,Presstonic Engineering Limited,9302.92836
1953.0,SYNOPTICS,Synoptics Technologies Limited,9298.32
1954.0,YAARI,Yaari Digital Integrated Services Limited,9290.9089575
1955.0,AAKASH,Aakash Exploration Services Limited,9264.375
1956.0,REGENCERAM,Regency Ceramics Limited,9254.5551
1957.0,TOKYOPLAST,Tokyo Plast International Limited,9216.358
1958.0,ZENITHEXPO,Zenith Exports Limited,9187.115625
1959.0,MOKSH,Moksh Ornaments Limited,9149.0393775
1960.0,DOLLEX,Dollex Agrotech Limited,9138.288
1961.0,ARABIAN,Arabian Petroleum Limited,9122.05
1962.0,TREEHOUSE,Tree House Education & Accessories Limited,9117.961022000001
1963.0,DEEM,Deem Roll Tech Limited,9116.806932000001
1964.0,ARIHANTACA,Arihant Academy Limited,9082.8
1965.0,ASTRON,Astron Paper & Board Mill Limited,8951.25
1966.0,PANACHE,Panache Digilife Limited,8922
1967.0,PRITIKA,Pritika Engineering Components Limited,8898.197625
1968.0,SAMPANN,Sampann Utpadan India Limited,8832.675
1969.0,ENFUSE,Enfuse Solutions Limited,8763.5478
1970.0,MCL,Madhav Copper Limited,8739.9816
1971.0,FIBERWEB,Fiberweb (India) Limited,8738.283985
1972.0,PROLIFE,Prolife Industries Limited,8673.30848
1973.0,PRECISION,Precision Metaliks Limited,8584.786848
1974.0,BABAFP,Baba Food Processing (India) Limited,8555.035172
1975.0,AUROIMPEX,Auro Impex  & Chemicals Limited,8442.9536
1976.0,PRAMARA,Pramara Promotions Limited,8411.585
1977.0,PENTAGON,Pentagon Rubber Limited,8403.9
1978.0,MAL,Mangalam Alloys Limited,8356.186289500001
1979.0,PIGL,Power & Instrumentation (Gujarat) Limited,8337.413
1980.0,RCDL,Rajgor Castor Derivatives Limited,8310.75857
1981.0,MBECL,Mcnally Bharat Engineering Company Limited,8263.284336
1982.0,SETCO,Setco Automotive Limited,8226.6874125
1983.0,HOLMARC,Holmarc Opto-Mechatronics Limited,8100.3
1984.0,TIMESGTY,Times Guaranty Limited,8093.8341
1985.0,MAITREYA,Maitreya Medicare Limited,8063.44
1986.0,NIBL,NRB Industrial Bearings Limited,8056.691125
1987.0,SIGNORIA,Signoria Creation Limited,8000.577
1988.0,KARMAENG,Karma Energy Limited,7977.458461
1989.0,AVSL,AVSL Industries Limited,7943.3688
1990.0,VELS,Vels Film International Limited,7906.15
1991.0,LATTEYS,Latteys Industries Limited,7848.1801125
1992.0,PNC,Pritish Nandy Communications Limited,7833.8805
1993.0,MONOPHARMA,Mono Pharmacare Limited,7791.836724
1994.0,VERTEXPLUS,Vertexplus Technologies Limited,7767.333
1995.0,MVKAGRO,M.V.K. Agro Food Product Limited,7752.745
1996.0,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,7653.25
1997.0,DIL,Debock Industries Limited,7641.52809
1998.0,BALKRISHNA,Balkrishna Paper Mills Limited,7619.919317999999
1999.0,MARCO,Marco Cables & Conductors Limited,7582.4445
2000.0,ORIENTLTD,Orient Press Limited,7570
2001.0,RILINFRA,Rachana Infrastructure Limited,7507.1175
2002.0,SPYL,Shekhawati Poly-Yarn Limited,7411.05
2003.0,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,7382.001501000001
2004.0,YUDIZ,Yudiz Solutions Limited,7362.8740625
2005.0,AGROPHOS,Agro Phos India Limited,7339.22963
2006.0,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,7324.928
2007.0,MCON,Mcon Rasayan India Limited,7306.04625
2008.0,AMBANIORG,Ambani Organics Limited,7281.006758500001
2009.0,AISL,ANI Integrated Services Limited,7265.4
2010.0,CPS,C P S Shapers Limited,7245
2011.0,HOVS,HOV Services Limited,7242.1089
2012.0,KANANIIND,Kanani Industries Limited,7222.182
2013.0,SHIVAMILLS,Shiva Mills Limited,7151.09612
2014.0,PRUDMOULI,Prudential Sugar Corporation Limited,7111.566
2015.0,SCML,Sharp Chucks and Machines Limited,7074.56324
2016.0,AATMAJ,Aatmaj Healthcare Limited,7062.5
2017.0,KTL,Kalahridhaan Trendz Limited,7055.2635
2018.0,CEREBRAINT,Cerebra Integrated Technologies Limited,7055.148366
2019.0,EXCEL,Excel Realty N Infra Limited,7053.4753
2020.0,SHEETAL,Sheetal Universal Limited,7005.3433885
2021.0,GRAPHISAD,Graphisads Limited,6954.20825
2022.0,HECPROJECT,HEC Infra Projects Limited,6899.01788
2023.0,SECURCRED,SecUR Credentials Limited,6878.0123
2024.0,AROGRANITE,Aro Granite Industries Limited,6869.7
2025.0,MADHUCON,Madhucon Projects Limited,6826.03195
2026.0,WEWIN,WE WIN LIMITED,6802.7895
2027.0,KKVAPOW,KKV Agro Powers Limited,6802.5
2028.0,RELIABLE,Reliable Data Services Limited,6764.76
2029.0,AKSHAR,Akshar Spintex Limited,6749.73
2030.0,DHTL,Docmode Health Technologies Limited,6716.1636
2031.0,PERFECT,Perfect Infraengineers Limited,6647.4632010000005
2032.0,MILTON,Milton Industries Limited,6619.5525
2033.0,GOLDENTOBC,Golden Tobacco Limited,6612.105151000001
2034.0,LEXUS,Lexus Granito (India) Limited,6572.080662
2035.0,MAGSON,Magson Retail And Distribution Limited,6476.25
2036.0,SERVICE,Service Care Limited,6439.16
2037.0,ROML,Raj Oil Mills Limited,6437.639778
2038.0,NGIL,Nakoda Group of Industries Limited,6381.658713
2039.0,CLSL,Crop Life Science Limited,6307.52
2040.0,OMFURN,Omfurn India Limited,6261.5904
2041.0,VIAZ,Viaz Tyres Limited,6248.01
2042.0,TRIDHYA,Tridhya Tech Limited,6241.184
2043.0,BANG,Bang Overseas Limited,6224.04
2044.0,MORARJEE,Morarjee Textiles Limited,6212.831679
2045.0,MANUGRAPH,Manugraph India Limited,6189.4649135
2046.0,MALUPAPER,Malu Paper Mills Limited,6183.978125
2047.0,UCL,Ushanti Colour Chem Limited,6148.12665
2048.0,SIDDHIKA,Siddhika Coatings Limited,6132.6575
2049.0,JAIPURKURT,Nandani Creation Limited,6069.267575
2050.0,SPTL,Sintex Plastics Technology Limited,6043.3722370000005
2051.0,CELLPOINT,Cell Point (India) Limited,6007.4204
2052.0,MICROPRO,Micropro Software Solutions Limited,5991.4486
2053.0,COMMITTED,Committed Cargo Care Limited,5918.256
2054.0,HBSL,HB Stockholdings Limited,5885.0047925
2055.0,BANARBEADS,Banaras Beads Limited,5876.374581
2056.0,SANGANI,Sangani Hospitals Limited,5855.22075
2057.0,BDR,BDR Buildcon Limited,5824.3425
2058.0,JETFREIGHT,Jet Freight Logistics Limited,5777.271108
2059.0,MARSHALL,Marshall Machines Limited,5736.29208
2060.0,ABMINTLLTD,ABM International Limited,5724.768
2061.0,TERASOFT,Tera Software Limited,5692.903125
2062.0,AKG,Akg Exim Limited,5688.007103999999
2063.0,PEARLPOLY,Pearl Polymers Limited,5656.537152000001
2064.0,PODDARHOUS,Poddar Housing and Development Limited,5627.0214
2065.0,SHANTHALA,Shanthala FMCG Products Limited,5626.37376
2066.0,AARVEEDEN,Aarvee Denims & Exports Limited,5595.1623
2067.0,REXPIPES,Rex Pipes And Cables Industries Limited,5547.15
2068.0,JETKNIT,Jet Knitwears Limited,5512.32
2069.0,ENSER,Enser Communications Limited,5508.549287999999
2070.0,SHRENIK,Shrenik Limited,5508
2071.0,DNAMEDIA,Diligent Media Corporation Limited,5473.422837
2072.0,MASTER,Master Components Limited,5460
2073.0,ACSAL,Arvind and Company Shipping Agencies Limited,5443.8033
2074.0,SILGO,Silgo Retail Limited,5443.1
2075.0,AKASH,Akash Infra-Projects Limited,5277.973142
2076.0,SEYAIND,Seya Industries Limited,5194.54057
2077.0,AJOONI,Ajooni Biotech Limited,5169.2095389999995
2078.0,TFL,Transwarranty Finance Limited,5131.826385
2079.0,TAPIFRUIT,Tapi Fruit Processing Limited,5128.485
2080.0,LFIC,Lakshmi Finance & Industrial Corporation Limited,5107.5
2081.0,WOMANCART,Womancart Limited,5070.64
2082.0,ASLIND,ASL Industries Limited,5052.28865
2083.0,TIMESCAN,Timescan Logistics (India) Limited,5043.589
2084.0,ANKITMETAL,Ankit Metal & Power Limited,5009.42275
2085.0,ICDSLTD,ICDS Limited,5008.76615
2086.0,YCCL,Yasons Chemex Care Limited,4980.41136
2087.0,UMA,Uma Converter Limited,4946.925784
2088.0,WALPAR,Walpar Nutritions Limited,4941.71905
2089.0,SONUINFRA,Sonu Infratech Limited,4937.65
2090.0,SEL,Sungarner Energies Limited,4931.98125
2091.0,LIBAS,Libas Consumer Products Limited,4926.43646
2092.0,3PLAND,3P Land Holdings Limited,4860
2093.0,BURNPUR,Burnpur Cement Limited,4822.964328
2094.0,SITINET,Siti Networks Limited,4796.296163999999
2095.0,RKDL,Ravi Kumar Distilleries Limited,4788
2096.0,MAKS,Maks Energy Solutions India Limited,4715.6572
2097.0,SRPL,Shree Ram Proteins Limited,4712.4
2098.0,BMETRICS,Bombay Metrics Supply Chain Limited,4648.5048
2099.0,ITALIANE,Italian Edibles Limited,4647.4139895
2100.0,LAXMICOT,Laxmi Cotspin Limited,4578.42789
2101.0,UWCSL,Ultra Wiring Connectivity System Limited,4547.9210539999995
2102.0,TNTELE,Tamilnadu Telecommunication Limited,4544.3043
2103.0,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,4517.6562
2104.0,ASHOKAMET,Ashoka Metcast Limited,4511.778
2105.0,ADL,Archidply Decor Limited,4511.445625
2106.0,KHANDSE,Khandwala Securities Limited,4476.9917675
2107.0,VINEETLAB,Vineet Laboratories Limited,4461.999872
2108.0,TECHIN,Techindia Nirman Limited,4426.734
2109.0,PATTECH,Pattech Fitwell Tube Components Limited,4402.2036225
2110.0,CBAZAAR,Net Avenue Technologies Limited,4387.358951
2111.0,BINANIIND,Binani Industries Limited,4375.5814125
2112.0,21STCENMGM,21st Century Management Services Limited,4368
2113.0,KRIDHANINF,Kridhan Infra Limited,4359.84343
2114.0,GODHA,Godha Cabcon & Insulation Limited,4330.56
2115.0,JFLLIFE,Jfl Life Sciences Limited,4327.8865335
2116.0,ISHAN,Ishan International Limited,4324.7058
2117.0,NEXTMEDIA,Next Mediaworks Limited,4314.592566
2118.0,SUULD,Suumaya Industries Limited,4267.70108
2119.0,ARISTO,Aristo Bio-Tech And Lifescience Limited,4251.4711
2120.0,TGBHOTELS,TGB Banquets And Hotels Limited,4246.528
2121.0,DKEGL,D.K. Enterprises Global Limited,4204.48
2122.0,MARINETRAN,Marinetrans India Limited,4199.58
2123.0,DESTINY,Destiny Logistics & Infra Limited,4185.536
2124.0,FLFL,Future Lifestyle Fashions Limited,4136.384917
2125.0,ARSSINFRA,ARSS Infrastructure Projects Limited,4047.3579480000003
2126.0,ONELIFECAP,Onelife Capital Advisors Limited,4041.4
2127.0,INSPIRE,Inspire Films Limited,4001.133906
2128.0,VSCL,Vadivarhe Speciality Chemicals Limited,3962.6525
2129.0,SGL,STL Global Limited,3927.177987
2130.0,EDUCOMP,Educomp Solutions Limited,3918.949376
2131.0,SAGARDEEP,Sagardeep Alloys Limited,3889.0872
2132.0,ROLLT,Rollatainers Limited,3877.015
2133.0,KONTOR,Kontor Space Limited,3850.14
2134.0,SHAIVAL,Shaival Reality Limited,3848.355
2135.0,AGARWALFT,Agarwal Float Glass India Limited,3831.805152
2136.0,TECILCHEM,TECIL Chemicals and Hydro Power Limited,3811.7037
2137.0,CMRSL,Cyber Media Research & Services Limited,3796.152
2138.0,NIDAN,Nidan Laboratories and Healthcare Limited,3759.95
2139.0,UNIINFO,Uniinfo Telecom Services Limited,3731.89888
2140.0,COUNCODOS,Country Condo's Limited,3724.6704
2141.0,AMEYA,Ameya Precision Engineers Limited,3705
2142.0,SUPERSPIN,Super Spinning Mills Limited,3685
2143.0,CYBERMEDIA,Cyber Media (India) Limited,3642.633765
2144.0,TIJARIA,Tijaria Polypipes Limited,3621.2622435000003
2145.0,WILLAMAGOR,Williamson Magor & Company Limited,3621.07698
2146.0,GSTL,Globesecure Technologies Limited,3606.906204
2147.0,COMPINFO,Compuage Infocom Limited,3602.258688
2148.0,MINDPOOL,Mindpool Technologies Limited,3601.875
2149.0,POLYSIL,Polysil Irrigation Systems Limited,3459.03245
2150.0,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,3454.5555
2151.0,JIWANRAM,Jiwanram Sheoduttrai Industries Limited,3440.003275
2152.0,MADHAV,Madhav Marbles and Granites Limited,3435.648
2153.0,NKIND,NK Industries Limited,3377.5638
2154.0,SANGINITA,Sanginita Chemicals Limited,3367.2015
2155.0,MEGAFLEX,Mega Flex Plastics Limited,3261.1150875
2156.0,ADROITINFO,Adroit Infotech Limited,3228.438428
2157.0,FMNL,Future Market Networks Limited,3222.485336
2158.0,HEADSUP,Heads UP Ventures Limited,3168.8543914999996
2159.0,KEEPLEARN,DSJ Keep Learning Limited,3153.169692
2160.0,ACEINTEG,Ace Integrated Solutions Limited,3141.6
2161.0,VIVIDHA,Visagar Polytex Limited,3073.355607
2162.0,KCK,Kck Industries Limited,3069
2163.0,SABAR,Sabar Flex India Limited,2983.765752
2164.0,AGUL,A G Universal Limited,2980.554
2165.0,FSC,Future Supply Chain Solutions Limited,2918.259267
2166.0,GATECH,GACM Technologies Limited,2862.64
2167.0,IMPEXFERRO,Impex Ferro Tech Limited,2857.77713
2168.0,QFIL,Quality Foils (India) Limited,2822.606
2169.0,KHAITANLTD,Khaitan (India) Limited,2769.25
2170.0,NARMADA,Narmada Agrobase Limited,2757.163299
2171.0,FEL,Future Enterprises Limited,2729.5824060000004
2172.0,GRETEX,Gretex Industries Limited,2727.011
2173.0,VIJIFIN,Viji Finance Limited,2722.5
2174.0,BOHRAIND,Bohra Industries Limited,2695.013152
2175.0,MOXSH,Moxsh Overseas Educon Limited,2688.96
2176.0,MOHITIND,Mohit Industries Limited,2682.8604625
2177.0,VILINBIO,Vilin Bio Med Limited,2650.5
2178.0,HRHNEXT,HRH Next Services Limited,2623.54983
2179.0,SUNREST,Sunrest Lifescience Limited,2619.7776
2180.0,SPRL,Sp Refractories Limited,2602.82775
2181.0,SUMEETINDS,Sumeet Industries Limited,2591.059725
2182.0,HYBRIDFIN,Hybrid Financial Services Limited,2575.6740625
2183.0,VERA,Vera Synthetic Limited,2566.2
2184.0,SAHAJ,Sahaj Fashions Limited,2548.03896
2185.0,GOENKA,Goenka Diamond and Jewels Limited,2536
2186.0,QUADPRO,Quadpro Ites Limited,2502.225
2187.0,ANTGRAPHIC,Antarctica Limited,2480.1536
2188.0,INDIFRA,Indifra Limited,2445.795
2189.0,ORIENTALTL,Oriental Trimex Limited,2440.441198
2190.0,LCCINFOTEC,LCC Infotech Limited,2405.27365
2191.0,LRRPL,Lead Reclaim And Rubber Products Limited,2386.044375
2192.0,MASKINVEST,Mask Investments Limited,2346.6035
2193.0,OLIL,Oneclick Logistics India Limited,2342.47
2194.0,KAVVERITEL,Kavveri Telecom Products Limited,2334.41416
2195.0,MITTAL,Mittal Life Style Limited,2314.83944
2196.0,GUJRAFFIA,Gujarat Raffia Industries Limited,2313.126
2197.0,KSHITIJPOL,Kshitij Polyline Limited,2304.681015
2198.0,CONTI,Continental Seeds and Chemicals Limited,2295.644436
2199.0,GLFL,Gujarat Lease Financing Limited,2265.0015445
2200.0,NTL,Neueon Towers Limited,2233.5098040000003
2201.0,CALSOFT,California Software Company Limited,2171.723393
2202.0,AILIMITED,Abhishek Integrations Limited,2161.74363
2203.0,KANDARP,Kandarp Digi Smart BPO Limited,2144.547
2204.0,PLADAINFO,Plada Infotech Services Limited,2117.778
2205.0,MTEDUCARE,MT Educare Limited,2094.613566
2206.0,WINSOME,Winsome Yarns Limited,2085.8632555
2207.0,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,2073.1608690000003
2208.0,DRL,Dhanuka Realty Limited,2039.50054
2209.0,BRIGHT,Bright Solar Limited,2037.4185
2210.0,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,1955.3715
2211.0,TVVISION,TV Vision Limited,1898.4805
2212.0,VCL,Vaxtex Cotfab Limited,1745.64609
2213.0,TRANSWIND,Transwind Infrastructures Limited,1715.7285
2214.0,DIGJAMLMTD,Digjam Limited,1673
2215.0,RITEZONE,Rite Zone Chemcon India Limited,1664.611245
2216.0,METALFORGE,Metalyst Forgings Limited,1633.125
2217.0,SHANTI,Shanti Overseas (India) Limited,1632.582
2218.0,LYPSAGEMS,Lypsa Gems & Jewellery Limited,1606.878
2219.0,RICHA,Richa Info Systems Limited,1591.65
2220.0,MANAV,Manav Infra Projects Limited,1538.1
2221.0,NORBTEAEXP,Norben Tea & Exports Limited,1527.5
2222.0,TARAPUR,Tarapur Transformers Limited,1511.2508525
2223.0,BLUECHIP,Blue Chip India Limited,1493.21718
2224.0,VIVO,Vivo Collaboration Solutions Limited,1473.9725
2225.0,ORTINLAB,Ortin Laboratories Limited,1427.059296
2226.0,SAROJA,Saroja Pharma Industries India Limited,1411.190586
2227.0,JAKHARIA,JAKHARIA FABRIC LIMITED,1381.7022
2228.0,MPTODAY,Madhya Pradesh Today Media Limited,1377.252
2229.0,SILLYMONKS,Silly Monks Entertainment Limited,1352.99725
2230.0,EUROTEXIND,Eurotex Industries and Exports Limited,1316.8546825
2231.0,AMIABLE,Amiable Logistics (India) Limited,1311.15
2232.0,UMESLTD,Usha Martin Education & Solutions Limited,1228.3352115
2233.0,OMKARCHEM,Omkar Speciality Chemicals Limited,1193.524232
2234.0,KALYANI,Kalyani Commercials Limited,1193
2235.0,ARENTERP,Rajdarshan Industries Limited,1181.154
2236.0,BKMINDST,Bkm Industries Limited,1179.6129
2237.0,NIRAJISPAT,Niraj Ispat Industries Limited,1148.4
2238.0,INNOVATIVE,Innovative Tyres and Tubes Limited,1043.510538
2239.0,ACCORD,Accord Synergy Limited,1024.24
2240.0,SHYAMTEL,Shyam Telecom Limited,1008.665
